step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5,pos_blue6,health_blue6,action_blue6,pos_blue7,health_blue7,action_blue7,pos_blue8,health_blue8,action_blue8,pos_blue9,health_blue9,action_blue9,pos_blue10,health_blue10,action_blue10,pos_blue11,health_blue11,action_blue11,pos_blue12,health_blue12,action_blue12,pos_blue13,health_blue13,action_blue13,pos_blue14,health_blue14,action_blue14,pos_blue15,health_blue15,action_blue15,pos_blue16,health_blue16,action_blue16,pos_blue17,health_blue17,action_blue17,pos_blue18,health_blue18,action_blue18,pos_blue19,health_blue19,action_blue19,pos_blue20,health_blue20,action_blue20
67,[71.6121    11.074026   6.2483754],20.0000,6.0000,[72.637405 22.591728  6.251713],20.0000,6.0000,[71.641716  -7.728512   0.1464703],20.0000,6.0000,[70.01817   59.192078   0.4662663],20.0000,0.0000,[ 68.78468   -17.006876    0.3299519],20.0000,6.0000,[92.63697     3.098531    0.27083638],20.0000,0.0000,[91.84772    30.154144    0.23213693],20.0000,6.0000,[ 92.2421    -14.214931    0.1846997],20.0000,0.0000,[87.2701     61.704197    0.47858182],20.0000,6.0000,[ 90.79835   -37.920353    5.9815235],20.0000,6.0000,[128.59172   42.84912    6.227909],20.0000,4.0000,[117.57668   -43.283928    6.0959663],20.0000,4.0000,[167.861     -31.119457    5.8945355],20.0000,4.0000,[88.488495  -5.921976   1.4637742],20.0000,6.0000,[118.987366 -69.81341    5.489936],20.0000,4.0000,[165.42027     7.3587394   6.036731 ],20.0000,4.0000,[153.35469    -21.943125     0.16008052],20.0000,4.0000,[139.1243     46.70038     0.5623898],20.0000,4.0000,[113.201836   30.421818    6.1845627],20.0000,4.0000,[97.236885   47.355453    0.43767157],20.0000,4.0000,[129.74435      0.31687233   5.9438453 ],20.0000,4.0000,[130.93752  -22.525898   5.825246],20.0000,4.0000,[121.94455  -36.72616    5.746448],20.0000,4.0000,[161.52182  -54.49352    6.021372],20.0000,4.0000,[ 94.42967  -54.610325   5.309501],20.0000,4.0000,[114.64213    37.90539     0.5140894],20.0000,4.0000,[86.9197    76.21179    1.0758941],20.0000,4.0000,[145.9496    -14.775246    0.2477186],20.0000,4.0000,[118.637436   24.979057    6.1542206],20.0000,4.0000,[105.7321     -4.587542    5.9723597],20.0000,4.0000
68,[7.2704193e+01 1.1070680e+01 5.2395053e-02],20.0000,6.0000,[7.3729454e+01 2.2590357e+01 5.5340812e-02],20.0000,6.0000,[72.72034    -7.560789    0.36542106],20.0000,0.0000,[71.00059    59.66812     0.12615737],20.0000,6.0000,[ 69.806725   -16.62217      0.41672346],20.0000,6.0000,[93.6963     3.3633091  6.2611985],20.0000,6.0000,[92.90838    30.412083    0.45066002],20.0000,0.0000,[ 93.31992   -14.040337    6.1754155],20.0000,6.0000,[88.215256  62.25268    0.5543763],20.0000,0.0000,[ 91.84397   -38.23385     6.2013083],20.0000,0.0000,[129.16942   42.8141     6.227758],20.0000,4.0000,[118.146996  -43.382793    6.0966263],20.0000,4.0000,[168.39499  -31.34263    5.894311],20.0000,4.0000,[88.6799    -5.3604603  1.6470155],20.0000,6.0000,[119.39124  -70.22794    5.489788],20.0000,4.0000,[165.97878     7.20655     6.0357885],20.0000,4.0000,[153.92532    -21.846426     0.16032864],20.0000,4.0000,[139.61249    47.011234    0.5625184],20.0000,4.0000,[113.777374   30.360786    6.1843457],20.0000,4.0000,[97.75372   47.616463   0.4395998],20.0000,4.0000,[1.3028932e+02 1.2202618e-01 5.9437361e+00],20.0000,4.0000,[131.45514   -22.78478     5.8250756],20.0000,4.0000,[122.44066  -37.024193   5.746332],20.0000,4.0000,[162.08084  -54.64332    6.021372],20.0000,4.0000,[ 94.79215   -55.063725    5.3119574],20.0000,3.0000,[115.14468     38.19246      0.51422787],20.0000,4.0000,[87.21139   76.71202    1.1096308],20.0000,4.0000,[146.51012    -14.6311455    0.24782407],20.0000,4.0000,[119.21069    24.899317    6.1539083],20.0000,4.0000,[106.282616   -4.7661242   5.972286 ],20.0000,4.0000
69,[73.7938    11.136392   0.2713612],20.0000,0.0000,[74.81894   22.657873   0.2739054],20.0000,0.0000,[ 7.3749527e+01 -7.1961117e+00  7.2793864e-02],20.0000,6.0000,[72.07644    59.860844    0.20311864],20.0000,0.0000,[ 70.802025 -16.173943   0.635246],20.0000,0.0000,[9.4788315e+01 3.3722961e+00 6.4826593e-02],20.0000,6.0000,[93.90336    30.861874    0.15780139],20.0000,6.0000,[ 94.408875  -14.123282    6.2626204],20.0000,6.0000,[89.1204     62.864315    0.22200333],20.0000,6.0000,[ 92.92985  -38.34776    5.909148],20.0000,6.0000,[129.7471     42.77911     6.2276144],20.0000,4.0000,[118.717285 -43.48174    6.097235],20.0000,4.0000,[168.92902   -31.565758    5.8940988],20.0000,4.0000,[88.787636  -4.771799   1.8585831],20.0000,6.0000,[119.79514   -70.64246     5.4896474],20.0000,4.0000,[166.53728     7.0544524   6.034929 ],20.0000,4.0000,[154.49596   -21.749777    0.1605629],20.0000,4.0000,[140.1007      47.322067     0.56264096],20.0000,4.0000,[114.35291   30.299799   6.18414 ],20.0000,4.0000,[98.27057   47.877388   0.4413025],20.0000,4.0000,[ 1.3083430e+02 -7.2794095e-02  5.9436316e+00],20.0000,4.0000,[131.9728    -23.043627    5.8249135],20.0000,4.0000,[122.93679  -37.322205   5.746222],20.0000,4.0000,[162.63988  -54.793118   6.021372],20.0000,4.0000,[ 95.15491   -55.516804    5.2259417],20.0000,4.0000,[115.64723     38.4795       0.51435965],20.0000,4.0000,[87.49119  77.219246  1.12136 ],20.0000,4.0000,[147.07065    -14.48707      0.24792473],20.0000,4.0000,[119.78395    24.819633    6.1536145],20.0000,4.0000,[106.83313    -4.9446874   5.972216 ],20.0000,4.0000
70,[74.852684  11.402839   6.2619276],20.0000,6.0000,[75.87747  22.925829  6.264254],20.0000,6.0000,[74.835724   -7.0828776   0.15982907],20.0000,6.0000,[73.13609   60.126957   6.1553297],20.0000,6.0000,[ 71.69755  -15.549174   0.342387],20.0000,6.0000,[95.87711    3.4501455  0.2833912],20.0000,0.0000,[94.97619    31.065819    0.24457353],20.0000,6.0000,[ 95.500374  -14.137172    0.1984013],20.0000,0.0000,[90.16107    63.2114      0.30696106],20.0000,0.0000,[ 93.95909   -38.71306     5.9966655],20.0000,6.0000,[130.32481    42.744156    6.2274776],20.0000,4.0000,[119.28756  -43.58076    6.097799],20.0000,4.0000,[169.46306  -31.788845   5.893898],20.0000,4.0000,[88.789345  -4.1677237  2.0662336],20.0000,6.0000,[120.199066 -71.05695    5.489514],20.0000,4.0000,[167.0958      6.9024444   6.034142 ],20.0000,4.0000,[155.0666     -21.653173     0.16078429],20.0000,4.0000,[140.58891    47.63287     0.5627578],20.0000,4.0000,[114.92845   30.238857   6.183946],20.0000,4.0000,[98.78742    48.13823     0.44281563],20.0000,4.0000,[131.37929     -0.26758945   5.943532  ],20.0000,4.0000,[132.49046  -23.302439   5.82476 ],20.0000,4.0000,[123.43293  -37.620193   5.746117],20.0000,4.0000,[163.1989   -54.942917   6.021372],20.0000,4.0000,[ 95.48965   -55.992455    5.1988835],20.0000,4.0000,[116.14981    38.766514    0.5144851],20.0000,4.0000,[87.76585   77.729324   1.1241698],20.0000,4.0000,[147.6312     -14.34302      0.24802087],20.0000,4.0000,[120.357216  24.740005   6.153338],20.0000,4.0000,[107.38365    -5.1232324   5.972149 ],20.0000,4.0000
71,[7.5944710e+01 1.1413604e+01 6.5786891e-02],20.0000,6.0000,[7.6969452e+01 2.2938087e+01 6.7867123e-02],20.0000,6.0000,[75.9121     -6.901313    0.37861925],20.0000,0.0000,[74.23302   60.098827   6.2412744],20.0000,0.0000,[ 72.71473    -15.151789     0.42915875],20.0000,6.0000,[96.93305    3.7281287  6.2737403],20.0000,6.0000,[96.03356   31.336926   0.4630966],20.0000,0.0000,[ 96.57586   -13.948621    6.1889677],20.0000,6.0000,[91.17531   63.62416    6.2803473],20.0000,6.0000,[ 95.00889  -39.012245   6.215964],20.0000,0.0000,[130.90251    42.709236    6.2273474],20.0000,4.0000,[119.85781   -43.679863    6.0983214],20.0000,4.0000,[169.9971    -32.01189     5.8937078],20.0000,4.0000,[88.676704  -3.5707443  2.259434 ],20.0000,6.0000,[120.60301   -71.47142     5.4893866],20.0000,4.0000,[167.65434     6.750524    6.0334196],20.0000,4.0000,[155.63725    -21.556618     0.16099368],20.0000,4.0000,[141.07715    47.94365     0.5628692],20.0000,4.0000,[115.504      30.177958    6.1837616],20.0000,4.0000,[99.3043     48.398983    0.44416827],20.0000,4.0000,[131.92429    -0.4623608   5.943437 ],20.0000,4.0000,[133.00813   -23.56122     5.8246136],20.0000,4.0000,[123.92909   -37.91816     5.7460165],20.0000,4.0000,[163.75792  -55.092712   6.021372],20.0000,4.0000,[ 95.81136  -56.477013   5.196159],20.0000,3.0000,[116.6524     39.053497    0.5146047],20.0000,4.0000,[88.03825   78.24056    1.1234376],20.0000,5.0000,[148.19174    -14.198995     0.24811271],20.0000,4.0000,[120.93049   24.66043    6.153077],20.0000,4.0000,[107.93418    -5.3017597   5.9720845],20.0000,4.0000
72,[77.03338   11.493324   0.2845866],20.0000,0.0000,[78.058014   23.019192    0.28641632],20.0000,0.0000,[76.93657    -6.5235386   0.08590449],20.0000,6.0000,[75.327324  60.141617   5.9329667],20.0000,6.0000,[ 73.70438   -14.691218    0.6476814],20.0000,0.0000,[9.8024872e+01 3.7507458e+00 7.7352934e-02],20.0000,6.0000,[97.02287    31.799057    0.17023794],20.0000,6.0000,[ 97.665764  -14.017488    6.2760124],20.0000,6.0000,[92.26726    63.760536    0.09937815],20.0000,6.0000,[ 96.096214  -39.111645    5.9235287],20.0000,6.0000,[131.48021    42.674347    6.2272234],20.0000,4.0000,[120.42805   -43.779037    6.0988073],20.0000,4.0000,[170.53117  -32.234898   5.893527],20.0000,4.0000,[88.454025  -3.0044577  2.440273 ],20.0000,1.0000,[121.00698  -71.885864   5.489265],20.0000,4.0000,[168.21289     6.598688    6.0327544],20.0000,4.0000,[156.2079     -21.460104     0.16119191],20.0000,4.0000,[141.56538     48.254406     0.56297547],20.0000,4.0000,[116.07955   30.117096   6.183587],20.0000,4.0000,[99.8212     48.659645    0.44538385],20.0000,4.0000,[132.46928   -0.657109   5.943346],20.0000,4.0000,[133.52583  -23.819971   5.824475],20.0000,4.0000,[124.42526   -38.216103    5.7459207],20.0000,4.0000,[164.31696  -55.24251    6.021372],20.0000,4.0000,[ 96.1301   -56.963318   5.11093 ],20.0000,4.0000,[117.155      39.340458    0.5147187],20.0000,4.0000,[88.31234   78.75097    1.2131951],20.0000,4.0000,[148.75229    -14.054992     0.24820049],20.0000,4.0000,[121.50376   24.580906   6.152831],20.0000,4.0000,[108.48471   -5.480271   5.972023],20.0000,4.0000
73,[78.08878  11.773266  6.275062],20.0000,6.0000,[79.11312  23.300323  6.276757],20.0000,6.0000,[78.021225   -6.396488    0.17284225],20.0000,6.0000,[76.400764 59.898922  6.03612 ],20.0000,6.0000,[ 74.592064   -14.055363     0.35482258],20.0000,6.0000,[99.11261     3.8421726   0.29590213],20.0000,0.0000,[98.09309    32.016327    0.25701007],20.0000,6.0000,[ 98.75735    -14.017338     0.21162678],20.0000,0.0000,[93.344894   63.95436     0.36133012],20.0000,0.0000,[ 97.13019   -39.463226    6.0107694],20.0000,6.0000,[132.0579    42.639484   6.227105],20.0000,4.0000,[120.99827 -43.87828   6.09926],20.0000,4.0000,[171.06526  -32.45787    5.893356],20.0000,4.0000,[88.12283   -2.4996383  2.1562994],20.0000,2.0000,[121.41097   -72.30029     5.4891496],20.0000,4.0000,[168.77145     6.446935    6.0321403],20.0000,4.0000,[156.77856    -21.363634     0.16137972],20.0000,4.0000,[142.05365    48.565144    0.5630769],20.0000,4.0000,[116.655106  30.056276   6.183421],20.0000,4.0000,[100.33812    48.920216    0.4464815],20.0000,4.0000,[133.0143      -0.85183495   5.9432592 ],20.0000,4.0000,[134.04353   -24.078691    5.8243423],20.0000,4.0000,[124.92144  -38.514023   5.745829],20.0000,4.0000,[164.87598  -55.39231    6.021372],20.0000,4.0000,[ 96.41752  -57.470257   5.086719],20.0000,4.0000,[117.657616   39.627396    0.5148275],20.0000,4.0000,[88.55525   79.27804    1.2442786],20.0000,4.0000,[149.31284    -13.911012     0.24828443],20.0000,4.0000,[122.07704    24.501432    6.1525993],20.0000,4.0000,[109.03525    -5.6587653   5.971964 ],20.0000,4.0000
74,[7.9180573e+01 1.1797943e+01 7.8820579e-02],20.0000,6.0000,[80.204865   23.326193    0.08036013],20.0000,6.0000,[79.09521    -6.201277    0.39153266],20.0000,0.0000,[7.7480278e+01 5.9715652e+01 1.5701160e-02],20.0000,0.0000,[ 75.604225   -13.645358     0.44159445],20.0000,0.0000,[1.0016501e+02 4.1332989e+00 3.0574456e-03],20.0000,6.0000,[99.14701    32.300564    0.47553313],20.0000,0.0000,[ 99.83035   -13.815075    6.2021027],20.0000,6.0000,[94.35591    64.366844    0.09807828],20.0000,6.0000,[ 98.18382   -39.74855     6.2297735],20.0000,0.0000,[132.63562   42.604656   6.226992],20.0000,4.0000,[121.56847  -43.977592   6.099682],20.0000,4.0000,[171.59935   -32.680805    5.8931937],20.0000,4.0000,[87.854866  -1.9829051  1.8169637],20.0000,2.0000,[121.81498   -72.7147      5.4890394],20.0000,4.0000,[169.33003     6.295262    6.0315723],20.0000,4.0000,[157.34924    -21.267204     0.16155781],20.0000,4.0000,[142.54193     48.875854     0.56317383],20.0000,4.0000,[117.23066    29.995493    6.1832633],20.0000,4.0000,[100.855064    49.1807       0.44747695],20.0000,4.0000,[133.55931    -1.0465394   5.9431763],20.0000,4.0000,[134.56126   -24.337383    5.8242164],20.0000,4.0000,[125.41763   -38.811928    5.7457414],20.0000,4.0000,[165.435    -55.54211    6.021372],20.0000,4.0000,[ 96.69038   -57.98487     5.0877376],20.0000,3.0000,[118.16025     39.914307     0.51493126],20.0000,4.0000,[88.78438   79.81148    1.2516686],20.0000,5.0000,[149.8734    -13.767053    0.2483647],20.0000,4.0000,[122.65033    24.422005    6.1523795],20.0000,4.0000,[109.58579   -5.837244   5.971907],20.0000,4.0000
75,[80.26814    11.891484    0.29751694],20.0000,0.0000,[81.29233    23.420856    0.29889962],20.0000,0.0000,[80.11483    -5.810588    0.09876389],20.0000,6.0000,[78.57125  59.76129   6.035989],20.0000,6.0000,[ 76.58045    -13.156395     0.10956538],20.0000,6.0000,[1.01256454e+02 4.16952324e+00 8.98459554e-02],20.0000,6.0000,[100.13049     32.774963     0.18267447],20.0000,6.0000,[ 1.00921036e+02 -1.38700495e+01  5.86078689e-03],20.0000,0.0000,[95.43452    64.55196     0.19775736],20.0000,6.0000,[ 99.27238   -39.8338      5.9371758],20.0000,6.0000,[133.21332   42.56985    6.226885],20.0000,4.0000,[122.13866  -44.076973   6.100076],20.0000,4.0000,[172.13347  -32.903706   5.893039],20.0000,4.0000,[87.686806  -1.4283943  1.5177642],20.0000,3.0000,[122.21901  -73.12908    5.488934],20.0000,4.0000,[169.88863     6.143666    6.0310454],20.0000,4.0000,[157.91992    -21.170813     0.16172677],20.0000,4.0000,[143.03021     49.186546     0.56326634],20.0000,4.0000,[117.80622    29.934744    6.1831136],20.0000,4.0000,[101.37205     49.44109      0.44838324],20.0000,4.0000,[134.10434    -1.2412232   5.943097 ],20.0000,4.0000,[135.079    -24.596046   5.824096],20.0000,4.0000,[125.91384  -39.109806   5.745658],20.0000,4.0000,[165.99403  -55.69191    6.021372],20.0000,4.0000,[ 96.96008  -58.500652   5.005996],20.0000,4.0000,[118.66289    40.201195    0.5150303],20.0000,4.0000,[89.01029   80.34636    1.3412917],20.0000,4.0000,[150.43398    -13.623114     0.24844152],20.0000,4.0000,[123.223625  24.342623   6.152172],20.0000,4.0000,[110.13634   -6.015708   5.971853],20.0000,4.0000
76,[8.1319931e+01 1.2184746e+01 4.7513596e-03],20.0000,6.0000,[8.2343857e+01 2.3715107e+01 6.0497569e-03],20.0000,6.0000,[81.197784   -5.66986     0.18564029],20.0000,0.0000,[79.64885  59.570396  6.135771],20.0000,6.0000,[ 77.655334  -12.945007    0.1916656],20.0000,0.0000,[102.34297      4.274498     0.30838546],20.0000,0.0000,[101.19792     33.005524     0.26944658],20.0000,6.0000,[102.01242   -13.838203    5.9571905],20.0000,6.0000,[96.4964     64.808334    0.43184945],20.0000,0.0000,[100.31079  -40.171944   6.024243],20.0000,6.0000,[133.79103    42.535076    6.2267823],20.0000,4.0000,[122.70883  -44.17642    6.100445],20.0000,4.0000,[172.66759   -33.12657     5.8928924],20.0000,4.0000,[87.621704  -0.8453751  1.3328683],20.0000,3.0000,[122.623055  -73.54345     5.4888334],20.0000,4.0000,[170.44724    5.992144   6.030556],20.0000,4.0000,[158.4906     -21.074461     0.16188723],20.0000,4.0000,[143.51851    49.497215    0.5633548],20.0000,4.0000,[118.38178    29.874031    6.1829715],20.0000,4.0000,[101.88905    49.701397    0.4492112],20.0000,4.0000,[134.64937    -1.4358871   5.943021 ],20.0000,4.0000,[135.59674  -24.854685   5.823982],20.0000,4.0000,[126.41006  -39.40767    5.745578],20.0000,4.0000,[166.55305  -55.84171    6.021372],20.0000,4.0000,[ 97.196846 -59.03369    4.984447],20.0000,4.0000,[119.16554   40.48806    0.515125],20.0000,4.0000,[89.20151   80.89602    1.3690414],20.0000,4.0000,[150.99454    -13.479196     0.24851504],20.0000,4.0000,[123.79692    24.263285    6.1519756],20.0000,4.0000,[110.68689    -6.194157    5.9718003],20.0000,4.0000
77,[82.411316   12.2232065   0.09163143],20.0000,0.0000,[83.435196   23.754572    0.09283219],20.0000,6.0000,[82.26593  -5.443609  6.136902],20.0000,6.0000,[80.73483    59.452305    0.08670471],20.0000,0.0000,[ 78.71258   -12.66327     6.1571016],20.0000,6.0000,[1.0339166e+02 4.5787096e+00 1.5535593e-02],20.0000,6.0000,[102.24823     33.302845     0.48796964],20.0000,0.0000,[103.0763    -14.099576    6.0394063],20.0000,6.0000,[97.48769    65.265305    0.14835383],20.0000,6.0000,[101.36802  -40.443653   6.243066],20.0000,0.0000,[134.36874   42.500328   6.226684],20.0000,4.0000,[123.27899   -44.275925    6.1007905],20.0000,4.0000,[173.20174  -33.349407   5.892753],20.0000,4.0000,[87.63658    -0.25345886  1.1970072 ],20.0000,3.0000,[123.02712   -73.9578      5.4887376],20.0000,4.0000,[171.00586     5.8406944   6.0301003],20.0000,4.0000,[159.06128    -20.978144     0.16203967],20.0000,4.0000,[144.00682     49.80787      0.56343937],20.0000,4.0000,[118.957344   29.813353    6.1828356],20.0000,4.0000,[102.4061      49.96162      0.44997013],20.0000,4.0000,[135.19441    -1.6305317   5.942948 ],20.0000,4.0000,[136.1145    -25.113297    5.8238726],20.0000,4.0000,[126.90628  -39.705513   5.745501],20.0000,4.0000,[167.11208  -55.99151    6.021372],20.0000,4.0000,[ 97.41852  -59.572697   4.987676],20.0000,3.0000,[119.66821    40.774906    0.5152154],20.0000,4.0000,[89.37697   81.45086    1.3712187],20.0000,4.0000,[151.55511    -13.335296     0.24858542],20.0000,4.0000,[124.370224   24.183989    6.1517897],20.0000,4.0000,[111.23745    -6.3725924   5.9717503],20.0000,4.0000
78,[83.49598   12.348204   6.0428967],20.0000,6.0000,[84.52139    23.862768    0.31136557],20.0000,0.0000,[83.35937   -5.5108094  6.2190723],20.0000,6.0000,[81.82228   59.5469     6.0863934],20.0000,6.0000,[ 79.81209   -12.669402    6.2534657],20.0000,0.0000,[1.04482574e+02 4.62852478e+00 1.02318026e-01],20.0000,6.0000,[103.22574     33.78944      0.19511096],20.0000,6.0000,[104.14951  -14.307038   6.272447],20.0000,0.0000,[98.55884    65.48299     0.24047147],20.0000,6.0000,[102.45759   -40.514977    5.9503694],20.0000,6.0000,[134.94644    42.465603    6.2265906],20.0000,4.0000,[123.84914   -44.375492    6.1011147],20.0000,4.0000,[173.73589  -33.572212   5.89262 ],20.0000,4.0000,[87.72222     0.33462775  1.089294  ],20.0000,4.0000,[123.431206 -74.37213    5.488646],20.0000,4.0000,[171.5645      5.6893144   6.0296755],20.0000,4.0000,[159.63197    -20.881863     0.16218463],20.0000,4.0000,[144.49515    50.1185      0.5635202],20.0000,4.0000,[119.53291   29.752705   6.182707],20.0000,4.0000,[102.92317     50.22176      0.45066774],20.0000,4.0000,[135.73946    -1.8251579   5.9428782],20.0000,4.0000,[136.63226  -25.371885   5.823768],20.0000,4.0000,[127.40252   -40.00334     5.7454276],20.0000,4.0000,[167.67111  -56.141308   6.021372],20.0000,4.0000,[ 97.637215  -60.11232     4.9076023],20.0000,4.0000,[120.17089    41.06173     0.5153018],20.0000,4.0000,[89.545906 82.00716   1.363771],20.0000,5.0000,[152.11569    -13.191415     0.24865283],20.0000,4.0000,[124.94353    24.104734    6.1516128],20.0000,4.0000,[111.78801    -6.5510144   5.9717026],20.0000,5.0000
79,[84.578285  12.178674   6.1250696],20.0000,6.0000,[8.5569176e+01 2.4170086e+01 1.8512456e-02],20.0000,6.0000,[84.45236    -5.523292    0.16883402],20.0000,0.0000,[82.90389  59.389294  6.178509],20.0000,6.0000,[ 80.906136  -12.601609    5.9588175],20.0000,6.0000,[105.567696     4.7470202    0.32085142],20.0000,0.0000,[104.29022     34.03326      0.28188306],20.0000,6.0000,[105.24114   -14.305718    5.9921575],20.0000,6.0000,[99.61261    65.76894     0.46570045],20.0000,0.0000,[103.50022  -40.83983    6.037327],20.0000,6.0000,[135.52415    42.4309      6.2265015],20.0000,4.0000,[124.419266  -44.475113    6.1014194],20.0000,4.0000,[174.27003   -33.794987    5.8924937],20.0000,4.0000,[87.872665    0.90900815  1.0877434 ],20.0000,4.0000,[123.835304  -74.786446    5.4885583],20.0000,4.0000,[172.12315     5.538001    6.0292783],20.0000,4.0000,[160.20267    -20.785614     0.16232252],20.0000,4.0000,[144.98349     50.429115     0.56359756],20.0000,4.0000,[120.10849   29.69209    6.182584],20.0000,4.0000,[103.44028     50.48182      0.45131075],20.0000,4.0000,[136.2845     -2.019766    5.9428115],20.0000,4.0000,[137.15005  -25.63045    5.823669],20.0000,4.0000,[127.89877   -40.30115     5.7453575],20.0000,4.0000,[168.23013  -56.291103   6.021372],20.0000,4.0000,[ 97.82169   -60.665794    4.8871374],20.0000,4.0000,[120.67358     41.348534     0.51538444],20.0000,4.0000,[89.71557   82.5629     1.4456213],20.0000,4.0000,[152.67628    -13.047552     0.24871743],20.0000,4.0000,[125.51684    24.025518    6.1514454],20.0000,4.0000,[112.33766   -6.732252   6.063415],20.0000,4.0000
80,[8.5665283e+01 1.2063661e+01 7.4836425e-02],20.0000,0.0000,[86.659935   24.223133    0.10529106],20.0000,6.0000,[85.52622  -5.327114  6.171665],20.0000,6.0000,[83.99226    59.301826    0.12054191],20.0000,0.0000,[ 81.98722  -12.811356   6.069806],20.0000,0.0000,[1.0661252e+02 5.0642629e+00 2.7998300e-02],20.0000,6.0000,[105.33675    34.34362     0.5004061],20.0000,0.0000,[106.306465  -14.55326     6.0857687],20.0000,6.0000,[100.59324     66.24852      0.17688148],20.0000,6.0000,[104.56082   -41.098064    6.2560377],20.0000,0.0000,[136.10187    42.396225    6.2264156],20.0000,4.0000,[124.989395  -44.574795    6.1017065],20.0000,4.0000,[174.80421  -34.017735   5.892373],20.0000,4.0000,[88.044685   1.4723094  1.1232557],20.0000,4.0000,[124.239426 -75.200745   5.488475],20.0000,4.0000,[172.68182     5.3867526   6.0289073],20.0000,4.0000,[160.77338    -20.689398     0.16245377],20.0000,4.0000,[145.47183     50.73971      0.56367165],20.0000,4.0000,[120.68406    29.631502    6.1824665],20.0000,4.0000,[103.957405   50.741806    0.4519049],20.0000,4.0000,[136.82956    -2.2143574   5.9427476],20.0000,4.0000,[137.66785   -25.888988    5.8235736],20.0000,4.0000,[128.39502   -40.598946    5.7452903],20.0000,4.0000,[168.78915  -56.440903   6.021372],20.0000,4.0000,[ 97.99072   -61.22365     4.8911476],20.0000,4.0000,[121.17628     41.63532      0.51546353],20.0000,4.0000,[89.85124   83.129135   1.4695969],20.0000,4.0000,[153.23688    -12.903706     0.24877931],20.0000,4.0000,[126.09016   23.946339   6.151286],20.0000,4.0000,[112.89757   -6.880466   6.096977],20.0000,4.0000
